BataryaGucu,Bluetooth,MikroislemciHizi,CiftHat,OnKameraMP,4G,DahiliBellek,Kalinlik,Agirlik,CekirdekSayisi,ArkaKameraMP,CozunurlukYukseklik,CozunurlukGenislik,RAM,BataryaOmru,3G,Dokunmatik,WiFi,FiyatAraligi,Renk
1550,0,2.5,1,6,1,21,0.8,133,2,11,268,832,2338,15,1,0,1,1,10
1919,1,1.5,1,5,0,48,0.8,150,4,6,304,1191,1391,12,0,1,0,3,7
1765,1,1.1,1,3,1,11,0.7,87,2,7,835,1175,3695,18,0,1,1,2,6
579,0,2.5,1,3,1,7,1,89,8,10,808,1517,2908,11,1,1,0,1,1
721,1,0.5,0,6,0,6,0.4,194,4,9,1446,1988,530,8,0,1,0,0,11
1370,1,1.4,1,5,0,6,0.2,158,6,8,1392,1783,,11,0,0,1,2,8
728,1,1.7,0,0,0,5,0.6,101,2,20,584,775,834,5,0,0,1,0,1
1464,1,0.5,0,0,0,17,0.7,153,6,8,418,1341,1277,19,0,1,1,3,1
783,1,1.8,0,0,0,43,1,106,3,4,1198,1471,2016,18,0,0,1,3,10
1805,0,0.5,1,0,1,29,0.2,182,4,2,758,891,1276,17,1,0,1,3,11
1065,0,0.5,1,0,0,14,0.7,89,2,2,188,928,3078,18,0,1,0,1,9
1029,0,1.9,0,5,0,5,0.2,171,5,8,264,956,582,4,0,0,0,0,2
1983,0,1.2,0,6,0,27,0.6,125,1,11,370,1197,3897,10,0,0,0,2,9
724,1,2.7,0,0,1,44,0.5,187,7,0,1273,1754,2311,7,0,1,1,1,7
506,1,1.6,1,6,0,41,0.8,159,1,7,875,1025,2965,15,0,1,1,1,9
1497,0,0.9,0,4,0,10,0.1,153,8,20,98,977,3696,3,0,1,0,2,4
1009,0,1,0,2,1,2,0.6,102,8,14,912,1043,1716,15,1,1,1,3,0
848,0,1.5,0,4,0,36,0.3,151,4,16,56,527,2289,19,0,0,0,3,1
1137,0,1,1,18,1,7,1,196,3,19,942,1179,3616,12,0,0,0,2,3
530,1,2.4,1,1,1,32,0.3,88,6,20,48,1012,959,6,1,0,1,0,1
1445,0,2.4,0,7,0,20,0.4,173,7,15,1273,1345,1441,13,0,0,0,3,5
1230,0,1.6,1,0,0,48,0.7,111,7,2,1960,1963,1622,16,0,0,0,1,9
1976,0,0.7,0,4,1,32,0.8,171,2,7,1301,1922,3699,13,1,0,0,2,0
1918,1,2.8,1,1,1,22,0.3,139,1,5,381,1203,1369,6,1,0,0,3,4
1610,0,2.9,1,7,0,64,0.9,181,4,12,1236,1280,941,9,0,0,1,3,8
1989,1,2.5,0,0,0,41,0.8,94,3,13,1100,1497,1665,12,0,0,0,1,6
1020,0,0.7,0,3,0,27,0.7,128,4,4,919,1482,3204,9,0,1,0,2,5
877,1,1.3,0,9,0,46,0.8,135,1,14,457,652,3260,6,0,1,1,1,7
742,0,0.5,1,0,0,36,0.7,139,3,1,1161,1288,292,6,0,0,0,0,11
1502,0,1.2,1,0,1,54,0.2,138,5,12,65,588,3693,16,0,0,1,2,6
513,1,1.9,1,8,1,27,0.4,174,8,13,282,710,3400,13,1,0,0,1,1
1994,0,0.8,0,2,0,7,0.6,88,8,4,667,711,454,6,0,0,1,0,2
1187,0,2.2,1,0,0,46,0.4,145,2,9,1173,1814,3917,8,0,1,0,2,11
672,1,0.5,1,7,0,35,0.1,99,8,17,574,1267,1403,6,0,1,1,0,10
1413,0,1.7,1,2,1,10,0.2,200,6,6,314,1606,2867,15,1,0,1,1,11
821,1,1.8,0,5,1,54,0.1,109,3,9,253,1786,3185,15,0,1,1,1,7
1540,1,0.7,0,1,1,60,0.8,197,7,12,704,822,1591,2,0,1,0,3,0
1422,1,1,1,15,1,3,0.1,112,1,17,1,926,509,3,0,0,0,0,1
1356,1,2.8,1,0,1,29,0.5,198,6,0,1612,1983,3702,19,1,1,1,2,8
1560,1,2.3,1,0,0,22,0.8,169,7,1,745,1364,1938,16,0,0,0,1,4
964,1,2,1,0,0,22,0.7,86,8,0,225,1234,2577,5,0,0,1,1,3
946,0,1.4,1,9,1,26,0.1,186,6,10,273,891,1637,6,0,1,0,0,4
1843,1,2.8,1,1,0,62,0.8,104,3,7,21,832,3899,6,0,1,0,2,3
1689,0,0.5,1,11,1,9,0.5,150,5,15,467,675,2637,3,0,1,1,1,10
1890,1,1.1,1,4,0,48,0.5,127,4,5,1438,1832,2392,15,0,1,0,2,0
1331,0,1.6,1,0,1,16,0.5,165,2,7,1109,1226,1026,20,0,1,0,3,1
574,0,3,1,1,0,30,0.9,126,2,3,94,1334,1167,19,0,1,1,0,5
508,1,0.8,1,7,0,42,0.3,94,1,8,39,557,663,7,0,1,1,0,8
1433,1,1.6,1,7,1,4,0.7,133,8,11,281,799,258,4,0,0,0,0,11
1299,0,2.8,0,0,1,64,0.5,83,6,6,46,908,1938,5,0,1,0,3,5
1634,0,1.4,1,1,0,17,0.2,200,2,5,964,1677,3031,6,0,0,0,2,0
1611,0,0.5,0,11,1,3,0.6,98,3,14,303,714,1595,9,0,1,0,3,4
1723,0,1.1,0,1,1,42,1,164,8,14,202,1791,3587,3,0,1,1,2,1
892,0,0.5,1,0,0,47,0.4,94,1,18,655,1782,1241,9,0,1,0,3,9
1438,1,2.2,1,0,0,32,0.6,176,7,6,683,1663,869,9,0,0,0,0,4
1747,0,0.9,1,6,0,48,0.7,94,3,19,947,1131,2362,19,0,0,1,1,0
626,1,0.7,0,2,0,23,0.5,187,2,9,90,1334,3458,11,0,1,0,1,7
1134,0,0.9,1,2,0,13,0.4,92,4,19,18,903,3632,19,0,0,1,2,3
1469,1,1.7,0,11,0,44,0.5,169,2,14,484,711,1687,5,0,0,0,3,5
1945,1,1.6,1,4,1,21,0.7,113,3,10,280,895,3015,15,1,1,1,2,0
1806,0,2,0,2,0,54,0.1,117,1,11,347,727,3142,6,0,1,0,2,6
1433,0,2.3,1,2,0,5,0.1,129,5,11,420,784,2132,19,0,1,0,3,0
1154,1,0.5,1,12,0,14,0.7,156,7,14,251,1801,587,4,0,0,0,0,6
1036,0,2.4,1,0,1,39,0.2,119,7,3,373,926,2101,2,1,0,1,3,5
1720,1,2,1,15,0,55,0.5,168,2,18,753,1353,2148,5,0,0,0,1,0
1527,1,2.7,1,10,0,60,0.1,154,5,14,526,1116,2078,11,0,0,0,1,9
702,1,2.6,0,2,0,9,0.7,141,3,3,504,1570,2955,19,0,1,1,1,4
618,0,2.2,0,0,0,63,0.9,138,2,1,853,1781,2574,5,0,0,1,1,2
1371,1,0.5,1,4,1,52,0.5,167,4,19,471,663,3034,8,1,1,1,1,0
1713,1,2.5,0,1,1,27,0.9,127,7,3,729,974,2406,20,0,1,0,1,8
959,0,1.3,0,0,1,36,0.4,196,5,14,1313,1331,3073,8,0,0,0,2,0
920,0,0.5,1,2,1,46,0.8,149,3,3,1058,1421,2608,2,1,1,0,1,5
1231,1,0.7,0,2,1,7,0.9,113,1,7,43,1663,3119,15,0,0,1,2,1
1366,0,0.7,0,0,0,34,0.1,150,2,9,402,964,3501,3,0,1,1,2,10
1715,0,0.5,0,1,0,18,0.1,96,6,3,674,1375,2598,3,0,1,1,2,2
525,0,0.5,0,5,1,51,0.5,137,8,11,262,1587,1891,12,1,0,1,3,7
1095,0,0.5,1,4,1,45,0.5,197,1,5,179,1247,560,10,0,0,1,0,5
1093,1,1.9,0,2,0,22,0.3,196,8,14,238,807,1869,4,0,0,0,3,4
1977,0,2,0,7,0,54,1,171,7,18,1226,1242,1971,14,0,0,1,1,11
717,0,0.5,0,4,1,10,0.6,198,1,5,217,1106,688,15,1,0,1,0,10
1661,0,1.4,1,0,1,29,0.3,119,2,0,536,861,591,9,0,0,0,0,10
811,0,2.4,0,5,0,2,0.3,106,6,13,333,1429,2111,2,0,1,0,3,6
1369,0,1.7,0,3,1,28,0.6,108,1,18,1451,1469,3206,4,1,1,1,2,8
680,0,2.1,0,9,0,9,0.1,131,3,11,1428,1500,2438,17,0,1,1,1,0
1913,0,1.8,1,0,1,29,0.6,111,5,4,675,742,2023,8,0,0,1,1,8
1526,1,1.1,0,2,0,38,0.3,116,5,6,798,1418,3317,8,0,0,0,2,6
1537,0,2.5,1,4,0,43,0.3,137,1,5,839,1131,3685,17,0,0,0,2,6
1731,0,1.4,0,4,0,4,0.5,163,6,18,809,1988,3892,4,0,0,0,2,10
1242,0,2.4,1,8,1,28,0.2,166,4,9,315,1796,318,19,0,1,1,0,11
912,1,0.5,0,0,1,58,0.3,107,5,1,165,1723,3573,20,0,0,1,2,0
977,0,2.8,0,2,1,35,0.6,165,2,15,1502,1862,3714,10,1,0,0,2,8
1726,0,1.9,1,1,0,42,0.6,106,5,3,1221,1804,1868,6,0,1,1,1,6
1082,1,0.8,1,0,1,38,0.1,198,8,5,986,1191,2337,17,1,0,0,1,7
614,1,2.9,0,3,0,24,0.2,94,4,7,409,603,1930,4,0,1,0,3,11
1876,1,2.8,0,3,0,56,0.4,182,3,4,235,585,3021,18,0,1,1,1,6
1487,1,1.5,1,5,0,42,0.8,120,2,7,857,989,2003,3,0,1,1,1,0
709,1,2.4,0,1,1,11,0.1,130,5,11,119,1531,3568,3,1,1,0,2,8
1058,1,1.5,1,2,1,19,0.4,166,4,14,493,1247,418,16,1,1,0,0,0
1512,1,0.9,1,4,0,46,0.1,145,5,5,336,670,869,19,0,0,0,0,1
610,0,1.6,0,9,1,52,0.4,90,4,19,1039,1273,3472,12,0,0,0,2,9
725,1,1.3,0,16,1,60,0.4,160,8,17,1134,1249,1326,15,0,1,1,3,2
1772,0,0.5,0,3,1,64,0.7,116,8,15,270,545,1834,20,1,0,0,3,11
1027,0,0.8,1,7,1,18,1,146,7,11,338,534,1234,14,0,1,0,0,5
1968,1,0.9,1,0,1,22,0.8,115,3,7,861,1259,2323,7,1,1,0,1,7
1488,1,0.5,1,1,1,39,0.8,112,5,6,1528,1647,3054,19,1,1,1,2,6
1966,1,0.8,0,15,0,48,0.2,144,1,16,1242,1973,1252,19,0,0,0,1,11
765,0,2.5,1,3,1,44,0.3,88,8,11,1364,1851,2256,19,1,0,0,1,5
1106,0,1.9,1,4,1,54,0.7,107,3,9,614,1212,2674,9,0,1,0,1,2
1426,0,2.5,1,2,0,55,0.4,109,1,7,777,1032,2562,3,0,1,1,1,7
1762,0,2.7,0,13,0,25,0.9,189,1,14,300,527,1896,20,0,0,0,3,11
586,0,0.6,1,16,0,42,0.3,121,7,17,785,1118,1869,7,0,0,0,3,11
1660,1,0.6,1,2,0,24,0.8,169,2,3,223,1777,2402,14,0,0,0,1,4
1221,1,2.3,1,7,0,35,0.4,152,7,19,765,1899,2638,14,0,0,0,1,1
840,1,0.6,1,0,0,63,0.8,137,7,19,987,1081,3486,18,0,0,1,2,10
1884,1,2.1,0,7,0,43,0.8,185,1,18,451,819,3619,7,0,0,0,2,5
1348,1,1.3,1,0,1,43,0.4,116,5,6,204,501,3914,8,0,1,0,2,11
1633,1,1.7,0,3,0,33,0.9,111,2,19,146,906,511,7,0,0,1,0,10
1762,1,0.6,1,3,0,26,0.1,83,6,14,525,704,2661,4,0,0,1,1,2
1911,0,2,1,7,0,64,0.6,163,8,8,1795,1958,3872,11,0,0,1,2,3
644,0,2.7,1,0,1,22,0.7,157,8,3,311,881,1262,15,0,1,1,0,6
1143,1,1.2,0,1,0,22,1,125,3,6,1116,1724,1214,16,0,0,1,3,1
1053,0,0.8,0,7,0,45,0.3,103,1,12,594,1767,3086,5,0,0,0,2,6
1583,0,1.6,1,5,0,42,0.8,118,3,10,275,862,3652,9,0,1,1,2,11
871,1,0.6,1,2,1,52,0.1,178,3,3,194,1437,437,17,0,1,1,0,4
1164,0,2.6,0,0,1,61,0.3,88,1,6,1107,1656,3859,17,1,0,1,2,9
1056,0,2.1,0,8,0,37,0.7,101,3,11,914,979,2651,3,0,0,0,1,7
664,1,1.2,0,0,1,28,0.9,106,5,5,754,1497,2042,19,0,0,1,3,7
1624,1,1.6,0,8,1,28,0.4,150,2,10,689,699,2473,2,0,1,1,1,6
1472,0,2.3,1,6,1,61,0.1,168,6,19,710,1052,2677,8,0,1,1,1,6
1549,0,1.8,0,0,1,62,0.7,91,4,4,167,990,799,9,0,1,0,0,5
869,1,1.3,0,3,1,34,0.1,104,2,4,478,539,3864,11,0,1,1,2,1
774,0,0.6,0,2,0,8,0.4,136,1,4,1713,1865,2614,14,0,0,0,1,5
685,1,0.5,0,8,0,13,0.8,82,7,15,1091,1203,3210,2,0,0,0,2,4
1871,0,2,1,7,0,20,0.1,81,7,14,88,1682,2144,12,0,0,0,1,8
1975,0,1.9,0,2,1,31,0.9,151,1,17,775,1607,3022,19,1,1,0,2,11
1725,0,1.6,0,6,0,6,0.5,119,2,18,609,1307,3429,4,0,0,1,2,9
1720,0,0.7,0,0,1,19,0.1,137,2,3,409,646,1222,7,1,1,1,3,3
1350,0,0.5,0,0,0,50,0.8,181,8,4,369,544,2287,8,0,0,1,3,8
959,0,1.7,1,15,1,13,0.4,155,4,16,87,736,3328,10,0,0,0,1,7
852,1,1.8,0,5,0,8,0.8,160,5,9,683,1349,315,20,0,1,1,0,8
1130,0,2.5,1,4,0,58,0.1,132,5,14,88,1261,1018,16,0,1,1,0,5
667,1,2.6,0,3,1,8,0.8,185,1,7,1015,1947,2528,8,1,0,1,1,8
1008,1,2.5,1,3,1,36,1,109,1,14,825,1972,1083,6,1,1,1,3,11
1766,0,1.3,1,1,1,29,0.5,194,8,20,439,1306,2316,6,1,1,0,1,9
732,0,2.3,0,7,0,39,0.6,188,7,11,1163,1554,3681,15,0,0,0,2,0
848,0,2.1,0,10,0,19,0.8,148,7,18,176,1029,3359,14,0,1,1,1,6
516,0,0.7,0,1,1,30,0.9,138,1,12,126,698,3731,15,1,1,1,1,2
1436,1,2.5,0,0,0,42,0.9,124,8,1,1826,1836,2736,19,0,0,1,2,8
864,1,1.7,1,3,0,35,0.3,103,3,7,663,1805,1904,13,0,0,0,3,5
1944,1,0.6,0,9,0,59,0.2,132,7,10,634,1079,769,3,0,1,0,0,4
1910,0,1.7,1,0,1,34,0.6,115,2,0,985,1284,309,10,1,1,0,0,11
1954,1,0.5,0,0,1,24,0.8,187,4,0,512,1149,700,5,0,0,0,0,4
1934,0,2.7,1,8,0,2,0.1,118,4,16,242,1127,2190,9,0,1,0,1,0
1352,1,2.4,1,5,0,6,0.9,92,6,9,629,1299,1309,14,0,1,1,3,2
1347,1,1.5,0,10,1,56,0.3,95,1,19,398,1528,2456,13,0,0,0,1,5
1240,1,1.6,1,0,1,39,0.1,146,2,9,1511,1756,3260,17,1,1,0,2,6
1188,0,1.5,0,0,1,54,0.3,198,6,2,1150,1469,485,7,1,0,1,0,10
1448,1,1.4,0,13,1,26,1,156,3,16,1792,1850,1175,6,1,0,1,3,1
1976,0,2.6,0,6,1,45,1,136,4,19,652,1933,2470,3,1,1,1,2,0
694,0,1.8,0,15,1,36,0.4,193,4,20,983,1230,3676,5,0,1,0,2,10
1517,1,2.5,1,2,0,8,0.8,169,4,18,570,1645,2738,12,0,1,1,1,0
729,0,2,1,0,1,14,0.6,135,6,2,563,1055,3397,17,0,1,0,1,7
742,0,2.3,1,0,1,21,0.7,104,8,1,875,925,331,7,0,1,1,0,3
1493,1,1.5,0,13,1,53,0.5,102,5,16,240,1414,2083,20,1,0,0,1,6
1948,1,2.8,0,5,0,18,0.2,135,2,14,477,571,816,3,0,1,1,0,10
1457,1,1.9,0,1,0,16,0.3,102,3,10,1013,1287,1440,12,0,1,0,3,3
1824,0,0.8,1,4,0,19,0.9,143,2,5,1055,1738,2381,5,0,1,1,1,5
880,1,1.7,1,2,1,6,0.6,198,4,19,632,660,3006,3,0,1,1,1,5
768,1,0.5,0,0,1,19,0.9,159,2,1,637,991,1145,7,1,1,0,0,7
1425,1,1.2,1,9,0,35,0.7,127,8,14,150,1897,590,6,0,0,0,0,10
1030,0,0.5,1,4,0,37,0.7,147,1,8,503,551,2800,12,0,1,0,1,7
1965,0,2.6,0,0,1,39,0.2,187,4,3,915,1965,2032,16,0,0,0,1,3
1749,0,0.5,0,7,0,49,0.8,178,1,8,470,775,2195,4,0,1,0,1,1
1924,1,2.6,1,0,0,59,0.9,136,6,0,1438,1923,3646,16,0,1,0,2,0
781,1,1.1,1,2,1,38,0.4,198,5,7,304,1674,3508,5,1,1,0,2,0
990,0,2.7,0,3,1,15,0.9,153,2,7,1466,1717,2698,6,0,1,1,1,4
1944,0,0.5,1,1,0,26,0.5,92,4,9,313,712,2322,7,0,1,0,1,7
1122,1,1.2,1,9,1,2,0.6,120,4,14,331,790,3291,13,0,0,0,1,11
1960,0,2.3,0,1,0,61,0.3,86,7,3,205,1299,3865,11,0,1,1,2,0
707,1,2.1,0,2,1,25,0.8,131,3,17,495,574,3838,7,0,1,0,2,7
1489,1,2.4,0,8,1,32,0.6,200,1,16,172,812,776,8,1,1,1,0,3
563,1,2,0,3,1,47,0.3,115,7,12,211,684,3012,15,0,1,1,1,3
504,0,1,1,8,1,14,0.5,189,7,9,881,1129,1607,10,0,0,0,0,11
626,0,2.8,0,3,0,11,0.8,109,2,9,737,1759,1077,4,0,1,0,0,10
955,1,0.5,0,4,1,43,0.9,143,5,8,1248,1511,1432,9,0,0,0,3,10
1372,0,2.7,1,7,1,34,0.4,193,4,17,687,937,725,20,0,1,1,0,8
1501,1,1.1,1,12,0,2,0.2,187,1,15,198,1056,2487,16,0,0,0,1,5
709,1,1.9,1,11,0,13,0.1,81,8,15,570,1422,467,5,0,0,0,0,1
862,1,2.3,1,9,0,6,0.1,107,8,14,829,1977,3458,9,0,0,0,2,8
1652,1,0.6,0,4,0,40,1,198,7,6,352,1084,3592,6,0,1,1,2,4
1713,1,3,0,5,0,20,0.9,104,7,17,237,890,971,10,0,1,1,0,6
713,1,0.9,0,0,1,42,0.1,94,1,14,1048,1123,928,9,1,1,0,0,0
1958,1,0.5,1,6,0,52,0.4,153,1,14,1524,1848,3064,3,0,1,1,2,0
598,1,2.3,0,7,1,21,0.7,196,2,10,680,1173,3293,7,0,1,0,1,9
1180,0,1.2,1,5,0,50,1,144,4,20,925,1252,1464,20,0,0,0,3,5
1697,0,0.7,1,1,0,34,0.1,95,1,3,236,1264,3701,8,0,0,1,2,4
689,1,2.9,0,3,0,7,0.8,147,2,6,487,722,1241,16,0,1,1,0,11
1654,1,1.8,1,1,1,11,0.3,146,7,2,1184,1719,1070,14,0,0,0,3,5
742,1,2.2,0,4,1,56,0.2,190,7,14,577,1359,3557,12,1,0,0,2,3
704,1,2.2,0,4,1,53,0.2,186,6,6,251,1013,3653,15,0,0,0,1,8
1872,1,0.5,1,5,0,26,0.5,172,4,10,672,1088,2273,8,0,1,0,1,11
